Customer	Cust#	CustGrp	TradeIco	CivMil	Po#	Item#	Description	ItemType	Pl	SubPl	PlannerCode	Order#	Line#	Schd#	Order Date	SchDate	ReqDate	PromDate	CommitDate	PickSlip#	ShipDate	ShipQty	ExtPrice	ExtCost	Margin	Trx#	Trxdate	TrxYr	TrxQtr	TrxMo	TrxWk	Mrkt	QuoteOrRma	WAYBILL_NUM	MegMo	days	ot	LINE_ID	LINE_TYPE_CODE	ShipVia	DocumentNumber
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101884	33440016-1	CODE 2 RUPTURE DISC ASSY	FA	FIR	01X	PLNR03	267362	4	0	08/17/2015	10/01/2015	10/08/2015	10/13/2015	10/08/2015	393009	10/01/2015	50	$5,021.00	$1,022.35	$3,998.65	60256246	10/01/2015	2015	4	10	40	SPA		P/U BY SB	10	7	ONTIME	555976	REGULAR	Customer Pickup	267362-393009
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101884	33440016-8	CODE28 RUPTURE DISC ASSY	FA	FIR	01X	PLNR03	267362	7	0	08/17/2015	09/30/2015	10/07/2015	10/12/2015	10/07/2015	392795	09/28/2015	20	$1,606.60	$501.32	$1,105.28	60256080	09/28/2015	2015	4	10	40	SPA		PICKED UP BY S.B.	10	9	ONTIME	555977	REGULAR	Customer Pickup	267362-392795
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	P130043	FE1301R	HALON, BULK RECYCLED	P	FIR	01F	PLNR01	267364	1	0	08/18/2015	09/30/2015	09/30/2015	09/30/2015	08/18/2015	390649	08/20/2015	2020	$54,257.20	$54,186.30	$70.90	60254686	08/20/2015	2015	3	08	34	SPA		3781786061	08	41	ONTIME	555982	REGULAR	FEDEX Freight Priority	267364-390649
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	P130050	2000013-400-001	UPPER TORSO ASSY, ANTI REBOUND	SPARES	COM	05C	PLNR07	267365	1	0	08/17/2015	09/15/2015	09/22/2015	09/25/2015	09/22/2015	391784	09/15/2015	5	$7,560.25	$2,048.93	$5,511.32	60255427	09/15/2015	2015	3	09	38	SPA		PICKED UP BY S.B.	09	7	ONTIME	555983	REGULAR	Customer Pickup	267365-391784
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	P130050	1106198-03	BRACKET	SPARES	COM	05C	PLNR07	267365	2	0	08/17/2015	10/05/2015	10/12/2015	10/15/2015	10/12/2015	391134	08/31/2015	20	$4,062.40	$207.56	$3,854.84	60255059	08/31/2015	2015	3	09	36	SPA		P/U BY SB	09	42	ONTIME	555984	REGULAR	Customer Pickup	267365-391134
MEGGITT AEROSPACE ASIA PACIFIC PTE LTD	11414		INTERCO	CIVIL	33017436	2000013-13-001	RESTRAINT SYSTEM	FG	COM	05C		267338	3	0	08/18/2015	08/28/2015	08/28/2015	08/28/2015	08/28/2015	390487	08/26/2015	1	$397.90	$0.00	$397.90	60254843	08/26/2015	2015	3	08	35	RPR	RPR109180	FEDEX	08	2	ONTIME	555986	REGULAR	FEDEX Intl Priority	267338-390487
PAC SCI ATG-DU	1458	PAC SCI	INTERCO	CIVIL	P109079	51900085-8	NAMEPLATE	PH	FIR	01F	PLNR01	267372	1	0	08/18/2015	07/31/2015	08/21/2015	08/21/2015	08/14/2015	390575	08/21/2015	1	$0.00	$3.08	-$3.08	60254737	08/21/2015	2015	3	08	34	SPA	CATALOG	SW 390427	08	0	ONTIME	556089	REGULAR	FEDEX Intl Priority	267372-390575
MEGGITT AEROSPACE ASIA PACIFIC PTE LTD	11414		INTERCO	CIVIL	33017899	53100115-1	(F) ANCHOR	P	PRV	02P	PLNR04	267366	1	0	08/18/2015	09/01/2015	09/08/2015	09/18/2015	09/08/2015	390714	09/08/2015	1	$30.08	$19.83	$10.25	60255238	09/08/2015	2015	3	09	37	SPA		sw-267389/390767	09	0	ONTIME	556091	REGULAR	SEE SHIPPING INSTRUCTIONS	267366-390714
MEGGITT AEROSPACE ASIA PACIFIC PTE LTD	11414		INTERCO	CIVIL	33017899	53100115-1	(F) ANCHOR	P	PRV	02P	PLNR04	267366	1	0	08/18/2015	09/01/2015	09/08/2015	09/18/2015	09/08/2015	390714	09/08/2015	2	$60.16	$39.65	$20.51	60255238	09/08/2015	2015	3	09	37	SPA		sw-267389/390767	09	0	ONTIME	556091	REGULAR	SEE SHIPPING INSTRUCTIONS	267366-390714
MEGGITT AEROSPACE ASIA PACIFIC PTE LTD	11414		INTERCO	CIVIL	33017899	53100115-1	(F) ANCHOR	P	PRV	02P	PLNR04	267366	1	0	08/18/2015	09/01/2015	09/08/2015	09/18/2015	09/08/2015	390714	09/08/2015	2	$60.16	$39.65	$20.51	60255238	09/08/2015	2015	3	09	37	SPA		sw-267389/390767	09	0	ONTIME	556091	REGULAR	SEE SHIPPING INSTRUCTIONS	267366-390714
MEGGITT AEROSPACE ASIA PACIFIC PTE LTD	11414		INTERCO	CIVIL	33017899	53001030-1	GUARD, LEVER	P	PRV	02P	PLNR04	267366	2	0	08/18/2015	09/01/2015	09/08/2015	09/18/2015	09/08/2015	390703	09/08/2015	5	$353.50	$145.79	$207.71	60255238	09/08/2015	2015	3	09	37	SPA		sw-267389/390767	09	0	ONTIME	556092	REGULAR	FEDEX Intl Priority	267366-390703
MEGGITT AEROSPACE ASIA PACIFIC PTE LTD	11414		INTERCO	CIVIL	33017899	1111572-73-001	LAP BELT ASSY	SPARES	COM	05C	PLNR07	267367	1	0	08/18/2015	10/20/2015	10/27/2015	11/03/2015	10/27/2015	392469	09/24/2015	2	$1,830.56	$257.68	$1,572.88	60255841	09/24/2015	2015	3	09	39	SPA		FEDEX	09	33	ONTIME	556093	REGULAR	FEDEX Intl Priority	267367-392469
MEGGITT AEROSPACE ASIA PACIFIC PTE LTD	11414		INTERCO	CIVIL	33017899	53100578-1	SHIM	W	FIR	01F	PLNR01	267368	1	0	08/18/2015	09/01/2015	09/22/2015	09/21/2015	09/08/2015	391395	09/22/2015	20	$500.00	$13.39	$486.61	60255747	09/22/2015	2015	3	09	39	SPA		SW 391393	09	0	ONTIME	556094	REGULAR	FEDEX Intl Priority	267368-391395
MEGGITT AEROSPACE ASIA PACIFIC PTE LTD	11414		INTERCO	CIVIL	33017899	31470900	(VM) O-RING	P	FIR	01F	PLNR01	267368	2	0	08/18/2015	08/25/2015	09/08/2015	09/11/2015	09/01/2015	390743	09/08/2015	20	$117.20	$2.23	$114.97	60255249	09/08/2015	2015	3	09	37	SPA		sw-267389/390767	09	0	ONTIME	556095	REGULAR	FEDEX Intl Priority	267368-390743
MEGGITT AEROSPACE ASIA PACIFIC PTE LTD	11414		INTERCO	CIVIL	33017899	51950020-1	TAG, CAUTION, FILL	P	FIR	01F	PLNR01	267368	3	0	08/18/2015	08/25/2015	09/08/2015	09/11/2015	09/01/2015	390744	09/08/2015	2	$53.74	$3.09	$50.65	60255249	09/08/2015	2015	3	09	37	SPA		sw-267389/390767	09	0	ONTIME	556096	REGULAR	FEDEX Intl Priority	267368-390744
MEGGITT AEROSPACE ASIA PACIFIC PTE LTD	11414		INTERCO	CIVIL	33017908	53100578-3	SHIM	W	FIR	01F	PLNR01	267374	1	0	08/18/2015	09/04/2015	09/22/2015	09/24/2015	09/11/2015	391693	09/22/2015	10	$250.00	$5.07	$244.93	60255746	09/22/2015	2015	3	09	39	SPA		SW 391393	09	0	ONTIME	556097	REGULAR	FEDEX Intl Priority	267374-391693
MEGGITT AEROSPACE ASIA PACIFIC PTE LTD	11414		INTERCO	CIVIL	33017908	31470900	(VM) O-RING	P	FIR	01F	PLNR01	267374	2	0	08/18/2015	08/28/2015	09/08/2015	09/14/2015	09/04/2015	390752	09/08/2015	10	$58.60	$1.12	$57.48	60255248	09/08/2015	2015	3	09	37	SPA		sw-267389/390767	09	0	ONTIME	556098	REGULAR	FEDEX Intl Priority	267374-390752
MEGGITT AEROSPACE ASIA PACIFIC PTE LTD	11414		INTERCO	CIVIL	33017908	53100714-1	SHIM,TCPS .020	P	FIR	01F	PLNR01	267374	3	0	08/18/2015	09/04/2015	09/11/2015	09/21/2015	09/11/2015	390568	09/08/2015	10	$242.90	$9.05	$233.85	60255382	09/08/2015	2015	3	09	37	SPA		sw-267389/390767	09	3	ONTIME	556099	REGULAR	FEDEX Intl Priority	267374-390568
MEGGITT AEROSPACE ASIA PACIFIC PTE LTD	11414		INTERCO	CIVIL	33017908	33440016-1	CODE 2 RUPTURE DISC ASSY	FA	FIR	01X	PLNR03	267374	4	0	08/18/2015	09/04/2015	09/11/2015	09/21/2015	09/11/2015	390833	09/08/2015	3	$301.26	$61.34	$239.92	60255382	09/08/2015	2015	3	09	37	SPA		sw-267389/390767	09	3	ONTIME	556100	REGULAR	FEDEX Intl Priority	267374-390833
MEGGITT SAFETY SYSTEMS, INC.- BLDG #3	5924	MEGGITT	INTERCO	CIVIL	52874	35201040-1	DOUBLE CHECK-TEE, AS4395G16	FG	FIR	01Y	PLNR09	267376	1	0	08/18/2015	08/20/2015	08/28/2015	08/28/2015	08/21/2015	390560	08/24/2015	6	$2,091.66	$2,091.68	-$0.02	60254786	08/24/2015	2015	3	08	35	OEM		FOR BLDG 3	08	4	ONTIME	556185	REGULAR	Customer Pickup	267376-390560
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101886	33440016-1	CODE 2 RUPTURE DISC ASSY	FA	FIR	01X	PLNR03	267377	1	0	08/18/2015	09/18/2015	09/25/2015	09/30/2015	09/25/2015	392176	09/23/2015	50	$5,021.00	$1,022.35	$3,998.65	60255809	09/23/2015	2015	3	09	39	SPA		SW 392092	09	2	ONTIME	556186	REGULAR	FEDEX Std Overnight	267377-392176
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101886	13024	(VM) O-RING (S/A MS28775-021)	P	FIR	01F	PLNR01	267377	5	0	08/18/2015	09/17/2015	09/24/2015	09/29/2015	09/24/2015	392061	09/18/2015	300	$2,562.00	$0.00	$2,562.00	60255612	09/18/2015	2015	3	09	38	SPA		613757438558	09	6	ONTIME	556187	REGULAR	FEDEX 1ST Overnight	267377-392061
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101886	31576532	DATA PLATE	PH	FIR	01F	PLNR01	267377	6	0	08/18/2015	09/17/2015	09/24/2015	09/29/2015	09/24/2015	392092	09/23/2015	2	$471.72	$7.79	$463.93	60255809	09/23/2015	2015	3	09	39	SPA		613757439944	09	1	ONTIME	556188	REGULAR	FEDEX P-1	267377-392092
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101886	0108360-1	ADAPTOR, REEL	P	COM	05C	PLNR07	267378	2	0	08/18/2015	09/09/2015	09/16/2015	09/21/2015	09/16/2015	391325	09/03/2015	3	$327.84	$18.37	$309.47	60255186	09/03/2015	2015	3	09	36	SPA		SW 391360	09	13	ONTIME	556189	REGULAR	FEDEX Std Overnight	267378-391325
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101886	0108360-1	ADAPTOR, REEL	P	COM	05C	PLNR07	267378	3	0	08/18/2015	10/09/2015	10/16/2015	10/21/2015	10/16/2015	393760	10/05/2015	3	$327.84	$18.37	$309.47	60256358	10/05/2015	2015	4	10	41	SPA		SW 393572	10	11	ONTIME	556190	REGULAR	FEDEX Std Overnight	267378-393760
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101886	2100215-01	FRAME	P	COM	05C	PLNR07	267378	4	0	08/18/2015	09/17/2015	09/24/2015	09/29/2015	09/24/2015	392496	09/22/2015	1	$36.48	$15.05	$21.43	60255728	09/22/2015	2015	3	09	39	SPA		SW 392139	09	2	ONTIME	556191	REGULAR	FEDEX Std Overnight	267378-392496
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101886	1101550-03	BUCKLE ASSY LH  (REPLACES 1101950-03 BUCKLE)	SA	COM	05C	PLNR07	267378	7	0	08/18/2015	10/01/2015	10/08/2015	10/13/2015	10/08/2015	391936	09/29/2015	12	$3,050.52	$1,160.27	$1,890.25	60256152	09/29/2015	2015	4	10	40	SPA		SW 392503	10	9	ONTIME	556192	REGULAR	FEDEX Std Overnight	267378-391936
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101886	42000116-1	O-RING	P	PRV	02P	PLNR04	267379	8	0	08/18/2015	09/17/2015	09/24/2015	09/29/2015	09/24/2015	391602	09/11/2015	200	$300.00	$173.60	$126.40	60255365	09/11/2015	2015	3	09	37	SPA		SW 391599	09	13	ONTIME	556193	REGULAR	FEDEX Std Overnight	267379-391602
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101886	95204300-2	(VM) CAP, VALVE STEM	P	PRV	02P	PLNR04	267379	9	0	08/18/2015	09/17/2015	09/24/2015	09/29/2015	09/24/2015	392671	09/24/2015	10	$100.30	$17.98	$82.32	60255861	09/24/2015	2015	3	09	39	SPA		SW 392492	09	0	ONTIME	556194	REGULAR	FEDEX Std Overnight	267379-392671
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101887	1101212-07	(KB) LINK, LAP BELT	P	COM	05C	PLNR07	267380	2	0	08/18/2015	10/01/2015	10/08/2015	10/13/2015	10/08/2015	393376	09/30/2015	100	$578.00	$388.38	$189.62	60256183	09/30/2015	2015	4	10	40	SPA		SW 393083	10	8	ONTIME	556195	REGULAR	FEDEX Std Overnight	267380-393376
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101887	NAS1352C08H8	(VM) SCREW, DRILLED	P	PRV	02P	PLNR04	267381	1	0	08/18/2015	10/23/2015	10/30/2015	11/04/2015	10/30/2015	394121	10/12/2015	200	$368.00	$111.60	$256.40	60256598	10/12/2015	2015	4	10	42	SPA		SW 394120	10	18	ONTIME	556196	REGULAR	FEDEX Std Overnight	267381-394121
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101889	1107641-03	DUAL REEL ASSY	PH	COM	05C	PLNR07	267382	3	0	08/18/2015	09/30/2015	10/07/2015	10/12/2015	10/07/2015	393385	10/01/2015	1	$1,294.90	$427.48	$867.42	60256216	10/01/2015	2015	4	10	40	SPA		P/U BY SB	10	6	ONTIME	556197	REGULAR	Customer Pickup	267382-393385
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101889	1111530-01-001	CROTCH STRAP ASSY	SPARES	COM	05C	PLNR07	267382	5	0	08/18/2015	10/01/2015	10/08/2015	10/13/2015	10/08/2015	392679	09/29/2015	8	$959.28	$388.96	$570.32	60256139	09/29/2015	2015	4	10	40	SPA		P/U BY SB	10	9	ONTIME	556199	REGULAR	Customer Pickup	267382-392679
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101889	2000013-200-001	REEL & STRAP ASSY	SPARES	COM	05C	PLNR07	267382	6	0	08/18/2015	10/05/2015	10/12/2015	10/15/2015	10/12/2015	393279	10/03/2015	10	$8,996.00	$3,710.28	$5,285.72	60256335	10/03/2015	2015	4	10	41	SPA		P/U BY SB 10/2	10	9	ONTIME	556200	REGULAR	Customer Pickup	267382-393279
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101890	30100022-33	LAVEX FIREX 10-2	FG	FIR	01Y	PLNR09	267384	1	0	08/18/2015	09/18/2015	09/25/2015	09/30/2015	09/25/2015	391361	09/08/2015	5	$3,598.15	$1,005.86	$2,592.29	60255241	09/08/2015	2015	3	09	37	SPA		PICKED UP BY S.B.	09	17	ONTIME	556203	REGULAR	Customer Pickup	267384-391361
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101890	30100022-33	LAVEX FIREX 10-2	FG	FIR	01Y	PLNR09	267384	2	0	08/18/2015	10/09/2015	10/16/2015	10/21/2015	10/16/2015	392035	09/29/2015	5	$3,598.15	$1,005.86	$2,592.29	60256161	09/29/2015	2015	4	10	40	SPA		P/U BY SB	10	17	ONTIME	556204	REGULAR	Customer Pickup	267384-392035
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101890	53100578-2	SHIM	P	FIR	01F	PLNR01	267384	4	0	08/18/2015	09/29/2015	10/06/2015	10/09/2015	10/06/2015	393576	10/05/2015	45	$1,125.00	$17.91	$1,107.09	60256376	10/05/2015	2015	4	10	41	SPA		PICKED UP BY S.B.	10	1	ONTIME	556206	REGULAR	Customer Pickup	267384-393576
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	P130062	0108084-07	RESTRAINT SYSTEM	FG	COM	05C	PLNR07	267386	1	0	08/18/2015	11/16/2015	11/23/2015	11/30/2015	11/23/2015	390681	08/21/2015	2	$4,537.38	$1,216.64	$3,320.74	60254700	08/21/2015	2015	3	08	34	SPA		PICKED UP BY S.B.	08	94	ONTIME	556209	REGULAR	Customer Pickup	267386-390681
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	P130063	0108532-05	REEL ASSEMBLY	PH	COM	05C	PLNR07	267387	1	0	08/18/2015	10/06/2015	10/13/2015	10/16/2015	10/13/2015	393738	10/06/2015	2	$997.24	$398.93	$598.31	60256393	10/06/2015	2015	4	10	41	SPA		P/U BY SB	10	7	ONTIME	556210	REGULAR	Customer Pickup	267387-393738
MEGGITT AEROSPACE ASIA PACIFIC PTE LTD	11414		INTERCO	CIVIL	33017916	52100162-2	FITTING, FILTER ASSY	SPARES	PRV	02P	PLNR04	267389	1	0	08/19/2015	08/28/2015	09/08/2015	09/14/2015	09/04/2015	390767	09/08/2015	5	$3,727.40	$256.98	$3,470.42	60255237	09/08/2015	2015	3	09	37	SPA		613757436143	09	0	ONTIME	556214	REGULAR	FEDEX Intl Priority	267389-390767
MEGGITT AEROSPACE ASIA PACIFIC PTE LTD	11414		INTERCO	CIVIL	33017916	30180156	HYDROTEST REFURBISHING KT	SA	PRV	02P	PLNR04	267389	2	0	08/19/2015	08/28/2015	09/08/2015	09/14/2015	09/04/2015	390763	09/08/2015	10	$1,486.50	$154.00	$1,332.50	60255237	09/08/2015	2015	3	09	37	SPA		sw-267389/390767	09	0	ONTIME	556215	REGULAR	FEDEX Intl Priority	267389-390763
MEGGITT AEROSPACE ASIA PACIFIC PTE LTD	11414		INTERCO	CIVIL	33017916	51900111-1	LABEL RECHARGE.	P	PRV	02P	PLNR04	267389	3	0	08/19/2015	08/28/2015	09/08/2015	09/14/2015	09/04/2015	390766	08/26/2015	10	$49.50	$17.26	$32.24	60254869	08/26/2015	2015	3	08	35	SPA		S/W 390487	08	13	ONTIME	556216	REGULAR	FEDEX Intl Priority	267389-390766
MEGGITT AEROSPACE ASIA PACIFIC PTE LTD	11414		INTERCO	CIVIL	33017916	52100163-1	OUTLET PLUG ASSY.	PH	PRV	02P	PLNR04	267389	4	0	08/19/2015	08/28/2015	09/08/2015	09/14/2015	09/04/2015	390969	09/08/2015	5	$1,006.75	$359.21	$647.54	60255237	09/08/2015	2015	3	09	37	SPA		sw-267389/390767	09	0	ONTIME	556217	REGULAR	FEDEX Intl Priority	267389-390969
MEGGITT AEROSPACE ASIA PACIFIC PTE LTD	11414		INTERCO	CIVIL	33017916	35240467-1	 DISCHARGE OUTLET	SA	FIR	01X	PLNR03	267390	1	0	08/19/2015	08/28/2015	09/04/2015	09/14/2015	09/04/2015	390762	08/26/2015	2	$538.44	$217.71	$320.73	60254875	08/26/2015	2015	3	08	35	SPA		S/W 390487	08	9	ONTIME	556218	REGULAR	FEDEX Intl Priority	267390-390762
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101855	MS16624-4025	RING	P	PRV	02P	PLNR04	267168	10	0	08/19/2015	08/18/2015	08/25/2015	08/28/2015	08/25/2015	390684	08/21/2015	5	$12.40	$3.38	$9.02	60254721	08/21/2015	2015	3	08	34	SPA		SW 390651	08	4	ONTIME	556314	REGULAR	FEDEX Std Overnight	267168-390684
PAC SCI ATG-YL	1310	PAC SCI	INTERCO	CIVIL	P109081	BH3CABB	GREY WEBBING	P	COM	05C	PLNR07	267391	1	0	08/19/2015	09/09/2015	09/23/2015	09/30/2015	09/23/2015	391366	09/11/2015	100	$238.00	$97.97	$140.03	60255337	09/11/2015	2015	3	09	37	SPA	CATALOG	SW 391294	09	12	ONTIME	556315	REGULAR	FEDEX Intl Priority	267391-391366
PAC SCI ATG-YL	1310	PAC SCI	INTERCO	CIVIL	P109081	1106130-01	INERTIA REEL-LAP BELT	PH	COM	05C	PLNR07	267391	3	0	08/19/2015	08/25/2015	09/09/2015	09/16/2015	09/09/2015	390819	08/27/2015	1	$409.86	$169.04	$240.82	60254917	08/27/2015	2015	3	08	35	SPA	CATALOG	SW 390801	08	13	ONTIME	556317	REGULAR	FEDEX Intl Priority	267391-390819
PAC SCI ATG-DU	1458	PAC SCI	INTERCO	CIVIL	P109084	33700002	FIREX 224-2(7882) 737 ENG	FG	FIR	01F	PLNR01	267392	1	0	08/19/2015	09/04/2015	09/25/2015	09/28/2015	09/21/2015	392682	09/25/2015	2	$15,578.10	$3,467.73	$12,110.37	60256019	09/25/2015	2015	3	09	39	SPA	CATALOG	FEDEX	09	0	ONTIME	556318	REGULAR	FEDEX Intl Priority	267392-392682
GOODRICH AIRCRAFT INTERIOR PRODUCTS	1195	GOODRICH	TRADE	CIVIL	9965478	2100002-01-278	RESTRAINT SYSTEM	FG	COM	05C		267393	1	0	08/19/2015	08/28/2015	08/28/2015	08/28/2015	08/28/2015	390637	08/25/2015	1	$0.00	$0.00	$0.00	60254810	08/25/2015	2015	3	08	35	WTY	RPR109286	613757434655	08	3	ONTIME	556414	REGULAR	FEDEX Ground	267393-390637
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101892	BH3AABB	WEBBING, POLYESTER, BLACK	P	COM	05C	PLNR07	267394	1	0	08/19/2015	09/18/2015	09/25/2015	09/30/2015	09/25/2015	391969	09/15/2015	200	$562.00	$349.89	$212.11	60255430	09/15/2015	2015	3	09	38	SPA		s/w 391916	09	10	ONTIME	556415	REGULAR	FEDEX Std Overnight	267394-391969
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	K101892	0108301-1	IDLER, MAN. LOCK	P	COM	05C	PLNR07	267394	2	0	08/19/2015	10/02/2015	10/09/2015	10/14/2015	10/09/2015	393383	09/30/2015	5	$145.75	$18.54	$127.21	60256182	09/30/2015	2015	4	10	40	SPA		SW 393083	10	9	ONTIME	556416	REGULAR	FEDEX Std Overnight	267394-393383
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101892	31576515-6	PLATE, IDENTIFICATION	P	FIR	01F	PLNR01	267395	3	0	08/19/2015	09/18/2015	09/25/2015	09/30/2015	09/25/2015	392138	09/23/2015	10	$78.20	$27.29	$50.91	60255808	09/23/2015	2015	3	09	39	SPA		SW 392092	09	2	ONTIME	556417	REGULAR	FEDEX Std Overnight	267395-392138
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	K101892	52100024-1	CODE24 RUPTURE DISC ASSY	SA	FIR	01X	PLNR03	267395	4	0	08/19/2015	09/18/2015	09/25/2015	09/30/2015	09/25/2015	391662	09/14/2015	2	$509.74	$85.76	$423.98	60255407	09/14/2015	2015	3	09	38	SPA		SW 391659	09	11	ONTIME	556418	REGULAR	FEDEX Std Overnight	267395-391662
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	P130070	1107089-21	RESTRAINT SYSTEM	FG	COM	05C	PLNR07	267396	4	0	08/19/2015	09/30/2015	10/07/2015	10/12/2015	10/07/2015	393671	10/05/2015	1	$1,910.10	$726.85	$1,183.25	60256350	10/05/2015	2015	4	10	41	SPA		PICKED UP BY S.B.	10	2	ONTIME	556419	REGULAR	Customer Pickup	267396-393671
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	P130070	2B25A1X-21	HARNESS ASSEMBLY, V TYPE	FG	COM	05C	PLNR07	267396	5	0	08/19/2015	10/06/2015	10/13/2015	10/16/2015	10/13/2015	393756	10/06/2015	10	$7,307.00	$1,648.28	$5,658.72	60256392	10/06/2015	2015	4	10	41	SPA		P/U BY SB	10	7	ONTIME	556420	REGULAR	Customer Pickup	267396-393756
PAC SCI YL-MIAMI	2382	PAC SCI	INTERCO	CIVIL	P130070	LL01-AN22AB30AA-001	LAP BELT ASSY, 90 DEG	FG	COM	05C	PLNR07	267396	6	0	08/19/2015	09/15/2015	09/22/2015	09/25/2015	09/22/2015	391657	09/10/2015	2	$723.74	$286.07	$437.67	60255299	09/10/2015	2015	3	09	37	SPA		P/U BY SB	09	12	ONTIME	556421	REGULAR	Customer Pickup	267396-391657
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	P130070	51300024-1	KIT, INSULATION	SA	FIR	02P	PLNR04	267397	2	0	08/19/2015	10/07/2015	10/14/2015	10/19/2015	10/14/2015	391765	09/24/2015	1	$0.00	$12.01	-$12.01	60255866	09/24/2015	2015	3	09	39	SPA		P/U BY SB 9/23	09	20	ONTIME	556423	REGULAR	Customer Pickup	267397-391765
PAC SCI HTL-MIAMI	1816	PAC SCI	INTERCO	CIVIL	P130070	35240464-1	DISCHARGE OUTLET	BF	FIR	01X	PLNR03	267397	3	0	08/19/2015	09/16/2015	09/23/2015	09/28/2015	09/23/2015	391577	09/09/2015	1	$788.53	$162.66	$625.87	60255284	09/09/2015	2015	3	09	37	SPA		PICKED UP BY S.B.	09	14	ONTIME	556424	REGULAR	Customer Pickup	267397-391577
GOODRICH AIRCRAFT INTERIOR PRODUCTS	1195	GOODRICH	TRADE	CIVIL	10496627	2000090-11-001	RESTRAINT SYSTEM	FG	COM	05C	PLNR07	267398	2	1	08/19/2015	10/06/2015	10/13/2015	10/23/2015	10/13/2015	393744	10/13/2015	3	$1,275.00	$784.54	$490.46	60256645	10/13/2015	2015	4	10	42	OEM		632494327424	10	0	ONTIME	556427	DETAIL	FEDEX Ground	267398-393744
GOODRICH AIRCRAFT INTERIOR PRODUCTS	1195	GOODRICH	TRADE	CIVIL	10496628	2100002-01-034	RESTRAINT SYSTEM	FG	COM	05C	PLNR07	267399	2	1	08/19/2015	10/01/2015	10/12/2015	10/20/2015	10/09/2015	393176	10/12/2015	13	$5,525.00	$3,369.63	$2,155.37	60256580	10/12/2015	2015	4	10	42	OEM		632494327115	10	0	ONTIME	556432	DETAIL	FEDEX Ground	267399-393176
CESSNA AIRCRAFT COMPANY_DU	1382	CESSNA	TRADE	CIVIL	LA01086A00	30401102-2	FIREX 86-2 (0290-1)	FG	FIR	01F	PLNR01	253690	190	63	08/19/2015	08/20/2015	08/27/2015	09/03/2015	08/27/2015	390692	08/27/2015	4	$4,838.60	$4,716.23	$122.37	60254959	08/27/2015	2015	3	08	35	OEM	2013 DELIV	FEDEX	08	0	ONTIME	556436	DETAIL	FEDEX Express3	253690-390692
AIRBUS OPERATIONS GMBH	1445	AIRBUS	TRADE	CIVIL	8204839297	30903827	CARTRIDGE	P	FIR	01F		265034	2	0	08/19/2015	08/20/2015	08/21/2015	05/04/2015	08/21/2015	390646	08/21/2015	1	$0.00	$0.00	$0.00	60254747	08/21/2015	2015	3	08	34	RPR	RPR108950	DHL	08	0	ONTIME	556437	REGULAR	DHL Global Forwarding	265034-390646
